순번,국토부 코드,정산 코드,정류장 코드,정류장명,행정구역코드,시도명,시군구명,읍면동명,버스안내단말기 설치유무,와이좌표,엑스좌표
499,184005036,8001302,20620,대고오거리,3014010500,대전광역시,중구,대흥동,O,36.323128,127.42219
500,184005038,8002602,20630,중구청,3014010500,대전광역시,중구,대흥동,O,36.32508,127.42239
501,184005037,8002888,20640,대고오거리,3014010500,대전광역시,중구,대흥동,O,36.324142,127.42239
502,184005039,8002887,20650,대고오거리,3014010500,대전광역시,중구,대흥동,O,36.323544,127.4229
503,184005040,8002620,20660,중부경찰서,3014010500,대전광역시,중구,대흥동,O,36.327515,127.42313
504,184005041,8002628,20680,중앙로역4번출구,3014010500,대전광역시,중구,대흥동,O,36.327847,127.42407
505,184005042,8001429,20690,대전중학교,3014010500,대전광역시,중구,대흥동,O,36.319958,127.42422
506,184005043,8001376,20700,대전고등학교,3014010500,대전광역시,중구,대흥동,O,36.322884,127.42433
507,184005044,8001428,20710,대전중학교,3014010500,대전광역시,중구,대흥동,O,36.320004,127.42453
508,184005045,8002629,20720,중앙로역4번출구,3014010500,대전광역시,중구,대흥동,O,36.32818,127.424965
509,184005046,8001748,20730,보문오거리,3014010500,대전광역시,중구,대흥동,O,36.318443,127.42512
510,184005047,8001747,20740,보문오거리,3014010500,대전광역시,중구,대흥동,O,36.318096,127.42571
511,184005048,8001461,20750,대흥동네거리,3014010500,대전광역시,중구,대흥동,O,36.323833,127.426285
512,184005049,8001464,20760,대흥동성당,3014010500,대전광역시,중구,대흥동,O,36.327034,127.42663
513,184005050,8001462,20770,대흥동네거리,3014010500,대전광역시,중구,대흥동,O,36.32383,127.42715
514,184005051,8001463,20780,대흥동성당,3014010500,대전광역시,중구,대흥동,O,36.326145,127.427505
515,184005052,8002252,20790,오토바이거리,3014010500,대전광역시,중구,대흥동,O,36.322025,127.42954
516,184005053,8002251,20800,오토바이거리,3014010500,대전광역시,중구,대흥동,O,36.321606,127.43011
517,184005054,8001385,20810,대흥교,3014010500,대전광역시,중구,대흥동,O,36.325264,127.43058
518,184005055,8001386,20820,대흥교,3014010500,대전광역시,중구,대흥동,O,36.325047,127.43089
519,184005083,8001387,20830,문창동보문교,3014010600,대전광역시,중구,문창동,O,36.320675,127.4347
520,184005084,8001791,20840,부사오거리,3014010600,대전광역시,중구,문창동,O,36.31339,127.43592
521,184005085,8001660,20850,문창시장,3014010600,대전광역시,중구,문창동,O,36.31454,127.43825
522,184005086,8001659,20860,문창시장,3014010600,대전광역시,중구,문창동,O,36.314327,127.43836
523,184005082,8007007,23360,문창동보문교,3014010600,대전광역시,중구,문창동,X,36.32028,127.43418
524,184005189,8001248,20870,동명중학교,3014010700,대전광역시,중구,석교동,O,36.311237,127.43911
525,184005190,8001247,20880,동명중학교,3014010700,대전광역시,중구,석교동,O,36.310787,127.43918
526,184005191,8001964,20890,석교동행정복지센터,3014010700,대전광역시,중구,석교동,O,36.309402,127.44198
527,184005192,8001963,20900,석교동행정복지센터,3014010700,대전광역시,중구,석교동,O,36.309025,127.443535
528,184005193,8001244,20910,석교치안센터,3014010700,대전광역시,중구,석교동,O,36.307796,127.44515
529,184005194,8001243,20920,석교치안센터,3014010700,대전광역시,중구,석교동,O,36.307575,127.44639
530,184005383,8002981,20930,호동,3014010800,대전광역시,중구,호동,O,36.3047,127.44925
531,184005384,8002980,20940,호동,3014010800,대전광역시,중구,호동,O,36.303894,127.45041
532,184005269,8002457,20950,은혜아파트,3014010900,대전광역시,중구,옥계동,O,36.301357,127.45215
533,184005270,8002456,20960,은혜아파트,3014010900,대전광역시,중구,옥계동,O,36.301216,127.452736
534,184005271,8002255,20970,옥계동,3014010900,대전광역시,중구,옥계동,O,36.298992,127.4542
535,184005273,8002254,20980,옥계동,3014010900,대전광역시,중구,옥계동,O,36.29909,127.454544
536,184005274,8002253,20990,옥계교,3014010900,대전광역시,중구,옥계동,O,36.297256,127.455696
537,184005019,8002800,20670,테미고개,3014011000,대전광역시,중구,대사동,O,36.318043,127.42363
538,184005010,8001356,21000,문화동하우스토리,3014011000,대전광역시,중구,대사동,O,36.31986,127.41597
539,184005011,8001355,21010,충대병원네거리,3014011000,대전광역시,중구,대사동,O,36.31889,127.41646
540,184005018,8002799,21020,테미고개,3014011000,대전광역시,중구,대사동,X,36.31779,127.42311
541,184005020,8001746,21030,보문오거리,3014011000,대전광역시,중구,대사동,O,36.317078,127.425064
542,184005024,8001245,21040,남대전고등학교,3014011000,대전광역시,중구,대사동,O,36.313843,127.42812
543,184005026,8002932,21050,한화생명이글스파크,3014011000,대전광역시,중구,대사동,O,36.3183,127.42844
544,184005025,8001246,21060,남대전고등학교,3014011000,대전광역시,중구,대사동,O,36.31431,127.42818
545,184005012,8001370,23120,대자연아파트,3014011000,대전광역시,중구,대사동,O,36.315353,127.41709
546,184005013,8005923,23130,대자연아파트,3014011000,대전광역시,중구,대사동,O,36.315403,127.41748
547,184005014,8005924,23180,충남대학병원동문,3014011000,대전광역시,중구,대사동,O,36.317757,127.41753
548,184005021,8005998,23260,보문오거리,3014011000,대전광역시,중구,대사동,O,36.31739,127.42518
549,184005015,8007001,23300,한화생명이글스파크,3014011000,대전광역시,중구,대사동,O,36.31807,127.42851
550,184005027,8007002,23310,보문산진입로,3014011000,대전광역시,중구,대사동,X,36.315628,127.42538
551,184005016,8007003,23320,보문산진입로,3014011000,대전광역시,중구,대사동,O,36.315903,127.42575
552,184005022,8007004,23330,보문산공원로,3014011000,대전광역시,중구,대사동,X,36.31366,127.42235
553,184005017,8007005,23340,보문산공원로,3014011000,대전광역시,중구,대사동,X,36.31354,127.42233
554,184005023,8007006,23350,보문산공원,3014011000,대전광역시,중구,대사동,X,36.312027,127.420395
555,184005129,8002697,21070,청란여자고등학교,3014011100,대전광역시,중구,부사동,O,36.313583,127.43115
556,184005128,8002696,21080,청란여자고등학교,3014011100,대전광역시,중구,부사동,O,36.313366,127.430954
557,184005130,8002743,21090,한밭종합운동장,3014011100,대전광역시,중구,부사동,O,36.31635,127.43282
558,184005131,8002744,21100,한밭종합운동장,3014011100,대전광역시,중구,부사동,O,36.317005,127.432846
559,184005132,8001790,21110,부사오거리,3014011100,대전광역시,중구,부사동,O,36.31336,127.43381
560,184005133,8001792,21120,부사오거리,3014011100,대전광역시,중구,부사동,O,36.31405,127.43449
561,184005134,8001789,21130,부사오거리,3014011100,대전광역시,중구,부사동,O,36.312645,127.43552
562,184005275,8005569,21140,어덕마을종점,3014011200,대전광역시,중구,용두동,O,36.33303,127.401726
563,184005276,8002200,21150,어덕마을종점,3014011200,대전광역시,중구,용두동,O,36.33308,127.40213
564,184005279,8002230,21160,오룡역5번출구,3014011200,대전광역시,중구,용두동,O,36.32997,127.40366
565,184005280,8001543,21170,오룡역6번출구,3014011200,대전광역시,중구,용두동,O,36.329334,127.40689
566,184005281,8002231,21180,오룡역7번출구,3014011200,대전광역시,중구,용두동,O,36.328983,127.40702
567,184005282,8001540,21190,중도일보,3014011200,대전광역시,중구,용두동,O,36.326393,127.408005
568,184005284,8001931,21200,서대전네거리역5번출구,3014011200,대전광역시,중구,용두동,O,36.324142,127.410805
569,184005283,8002274,21210,용두동주민센터,3014011200,대전광역시,중구,용두동,O,36.325027,127.41076
570,184005285,8001943,21220,서대전초등학교,3014011200,대전광역시,중구,용두동,O,36.324917,127.410934
571,184005286,8002982,21230,호수돈여고,3014011200,대전광역시,중구,용두동,O,36.32702,127.41235
572,184005197,8002734,21240,대전충남병무청,3014011200,대전광역시,중구,용두동,O,36.322998,127.41465
573,184005278,8003077,23240,목양마을아파트후문,3014011200,대전광역시,중구,용두동,X,36.33695,127.40358
574,184005254,8001542,21260,오룡역4번출구,3014011300,대전광역시,중구,오류동,O,36.32992,127.40309
575,184005253,8002781,21270,오류네거리,3014011300,대전광역시,중구,오류동,O,36.32699,127.40282
576,184005255,8002780,21280,오류네거리,3014011300,대전광역시,중구,오류동,O,36.32673,127.403206
577,184005256,8001541,21290,오룡역2번출구,3014011300,대전광역시,중구,오류동,O,36.328133,127.4042
578,184005257,8002228,21300,오룡역3번출구,3014011300,대전광역시,중구,오류동,O,36.328373,127.403854
579,184005262,8002784,21310,오류초등학교입구,3014011300,대전광역시,중구,오류동,X,36.326538,127.40423
580,184005259,8002785,21320,오류초등학교입구,3014011300,대전광역시,중구,오류동,X,36.32637,127.40397
581,184005258,8002229,21330,오룡역4번출구,3014011300,대전광역시,중구,오류동,O,36.32908,127.40408
582,184005260,8001937,21340,서대전역,3014011300,대전광역시,중구,오류동,O,36.323532,127.404526
583,184005261,8001936,21350,서대전역,3014011300,대전광역시,중구,오류동,O,36.3227,127.40459
584,184005263,8002227,21370,오룡역1번출구,3014011300,대전광역시,중구,오류동,O,36.32742,127.40632
585,184005264,8001935,21380,서대전역네거리,3014011300,대전광역시,중구,오류동,O,36.321037,127.4069
586,184005265,8002748,21390,중도일보,3014011300,대전광역시,중구,오류동,O,36.326077,127.40773
587,184005266,8001928,21400,서대전네거리역4번출구,3014011300,대전광역시,중구,오류동,O,36.324894,127.409225
588,184005268,8001929,21410,서대전네거리역3번출구,3014011300,대전광역시,중구,오류동,O,36.322006,127.4105
589,184005359,8001715,21420,버드내아파트,3014011400,대전광역시,중구,태평동,O,36.316006,127.38748
590,184005360,8002786,21430,삼부/새롬아파트,3014011400,대전광역시,중구,태평동,O,36.322155,127.38996
591,184005361,8001718,21440,버드내2단지,3014011400,대전광역시,중구,태평동,O,36.32182,127.39009
592,184005362,8001717,21450,버드내아파트,3014011400,대전광역시,중구,태평동,O,36.319447,127.392235
593,184005363,8002793,21460,태평오거리,3014011400,대전광역시,중구,태평동,O,36.326553,127.39286
594,184005364,8002790,21470,태평오거리,3014011400,대전광역시,중구,태평동,O,36.326183,127.39304
595,184005366,8001869,21480,삼부아파트,3014011400,대전광역시,중구,태평동,O,36.32371,127.393845
596,184005365,8001868,21490,삼부아파트,3014011400,대전광역시,중구,태평동,O,36.322933,127.39383
597,184005368,8002791,21510,태평오거리,3014011400,대전광역시,중구,태평동,X,36.326595,127.39499
598,184005369,8002788,21520,태평시장,3014011400,대전광역시,중구,태평동,O,36.324688,127.395035
599,184005371,8002789,21530,태평시장,3014011400,대전광역시,중구,태평동,O,36.324833,127.395294
600,184005370,8002792,21540,태평오거리,3014011400,대전광역시,중구,태평동,O,36.32652,127.39526
601,184005375,8002778,21550,태평1동주민센터,3014011400,대전광역시,중구,태평동,O,36.326595,127.397446
602,184005372,8001630,21560,태평중학교,3014011400,대전광역시,중구,태평동,X,36.32979,127.3965
603,184005374,8002787,21570,태평중학교,3014011400,대전광역시,중구,태평동,X,36.32976,127.3968
604,184005373,8002779,21580,태평1동주민센터,3014011400,대전광역시,중구,태평동,O,36.326122,127.3967
605,184005377,8002795,21590,쌍용예가아파트,3014011400,대전광역시,중구,태평동,O,36.32281,127.398125
606,184005376,8002388,21600,유등마을아파트,3014011400,대전광역시,중구,태평동,O,36.33077,127.397995
607,184005378,8002387,21610,유등마을아파트,3014011400,대전광역시,중구,태평동,O,36.330563,127.39835
608,184005379,8002845,21620,푸른뫼아파트,3014011400,대전광역시,중구,태평동,O,36.32847,127.39888
609,184005380,8002844,21630,푸른뫼아파트,3014011400,대전광역시,중구,태평동,O,36.328323,127.39927
610,184005381,8001939,21640,서대전역입구,3014011400,대전광역시,중구,태평동,O,36.32497,127.40029
611,184005382,8001938,21650,서대전역입구,3014011400,대전광역시,중구,태평동,O,36.325096,127.40055
612,184005357,8005952,23210,버드내아파트,3014011400,대전광역시,중구,태평동,X,36.31661,127.38671
613,184005358,8005951,23220,파라곤아파트,3014011400,대전광역시,중구,태평동,O,36.320885,127.38693
614,184005367,8002797,21500,태평초등학교,3014011500,대전광역시,중구,유천동,O,36.321724,127.39432
615,184005289,8001956,21660,서남부터미널기점,3014011500,대전광역시,중구,유천동,X,36.314888,127.387314
616,184005291,8001714,21680,버드내아파트,3014011500,대전광역시,중구,유천동,O,36.31583,127.38794
617,184005293,8001953,21690,서부종합시장,3014011500,대전광역시,중구,유천동,O,36.31545,127.39004
618,184005294,8001954,21700,서부종합시장,3014011500,대전광역시,중구,유천동,O,36.315086,127.39017
619,184005295,8001716,21710,버드내아파트,3014011500,대전광역시,중구,유천동,O,36.31863,127.392265
620,184005296,8001948,21720,버드내네거리,3014011500,대전광역시,중구,유천동,O,36.317017,127.39268
621,184005297,8001855,21730,산성우성아파트,3014011500,대전광역시,중구,유천동,O,36.311466,127.39393
622,184005298,8002796,21740,태평초등학교,3014011500,대전광역시,중구,유천동,O,36.32149,127.39439
623,184005299,8002432,21750,유천동서대전농협,3014011500,대전광역시,중구,유천동,O,36.317894,127.394745
624,184005300,8002430,21760,유천네거리,3014011500,대전광역시,중구,유천동,O,36.32074,127.396484
625,184005301,8002434,21770,유천시장,3014011500,대전광역시,중구,유천동,O,36.31803,127.396645
626,184005302,8002431,21780,유천네거리,3014011500,대전광역시,중구,유천동,O,36.32079,127.39676
627,184005303,8002429,21790,유천2동주민센터,3014011500,대전광역시,중구,유천동,O,36.316727,127.3979
628,184005304,8002794,21800,쌍용예가아파트,3014011500,대전광역시,중구,유천동,O,36.322586,127.39824
629,184005305,8002428,21810,유천2동주민센터,3014011500,대전광역시,중구,유천동,O,36.316223,127.39834
630,184005306,8002433,21820,유천동현대아파트,3014011500,대전광역시,중구,유천동,O,36.318836,127.39835
631,184005307,8001669,21830,문화초등학교,3014011500,대전광역시,중구,유천동,O,36.31273,127.398796
632,184005308,8001940,21840,서대전육교,3014011500,대전광역시,중구,유천동,O,36.31901,127.40052
633,184005288,8003104,3104,서부터미널기점,3014011500,대전광역시,중구,유천동,X,36.31511,127.38712
634,184005087,8002601,21850,중구보건소,3014011600,대전광역시,중구,문화동,O,36.308167,127.39578
635,184005188,8002600,21860,중구보건소,3014011600,대전광역시,중구,문화동,O,36.308456,127.39575
636,184005088,8001668,21870,문화초등학교,3014011600,대전광역시,중구,문화동,O,36.312126,127.39726
637,184005089,8001664,21880,문화동주공아파트,3014011600,대전광역시,중구,문화동,O,36.31006,127.39845
638,184005090,8001665,21890,문화동주공아파트,3014011600,대전광역시,중구,문화동,O,36.31043,127.39953
639,184005091,8001666,21900,문화육교,3014011600,대전광역시,중구,문화동,O,36.312916,127.4001
640,184005092,8001354,21910,대문초등학교입구,3014011600,대전광역시,중구,문화동,O,36.305977,127.40072
641,184005093,8001353,21920,대문초등학교입구,3014011600,대전광역시,중구,문화동,O,36.305733,127.40117
642,184005094,8001663,21930,문화동.주공3단지후문,3014011600,대전광역시,중구,문화동,X,36.310715,127.401436
643,184005096,8001667,21940,문화주공삼거리,3014011600,대전광역시,중구,문화동,X,36.31089,127.40147
644,184005095,8002718,21950,충남기계공고,3014011600,대전광역시,중구,문화동,O,36.31178,127.40145
645,184005097,8002719,21960,충남기계공고,3014011600,대전광역시,중구,문화동,O,36.31246,127.402214
646,184005098,8002686,21970,천근오거리,3014011600,대전광역시,중구,문화동,X,36.309452,127.403206
647,184005099,8002685,21980,천근오거리,3014011600,대전광역시,중구,문화동,X,36.3093,127.403275
648,184005100,8001539,21990,동산중고등학교,3014011600,대전광역시,중구,문화동,O,36.31461,127.40472
649,184005101,8001538,22000,동산중고등학교,3014011600,대전광역시,중구,문화동,O,36.314426,127.40493
650,184005102,8001662,22010,문화2동,3014011600,대전광역시,중구,문화동,O,36.3067,127.40576
651,184005104,8005646,22020,문화동삼익아파트,3014011600,대전광역시,중구,문화동,O,36.318707,127.406296
652,184005103,8001661,22030,문화2동,3014011600,대전광역시,중구,문화동,O,36.307014,127.40628
653,184005105,8001934,22040,서대전역네거리,3014011600,대전광역시,중구,문화동,O,36.320564,127.406425
654,184005106,8002927,22050,한밭도서관,3014011600,대전광역시,중구,문화동,O,36.3095,127.4071
655,184005108,8002926,22060,한밭도서관,3014011600,대전광역시,중구,문화동,O,36.30937,127.40727
656,184005107,8005562,22070,센트럴파크1단지,3014011600,대전광역시,중구,문화동,O,36.316402,127.40724
657,184005109,8005561,22080,센트럴파크1단지,3014011600,대전광역시,중구,문화동,O,36.3169,127.407295
658,184005111,8001411,22090,대전국제통상고,3014011600,대전광역시,중구,문화동,O,36.313187,127.40823
659,184005110,8002878,22100,한국산업인력공단,3014011600,대전광역시,중구,문화동,O,36.31085,127.40816
660,184005112,8002925,22110,한밭도서관,3014011600,대전광역시,중구,문화동,O,36.30991,127.40835
661,184005113,8001410,22120,대전국제통상고,3014011600,대전광역시,중구,문화동,O,36.313187,127.408516
662,184005115,8002033,22130,센트럴파크2단지,3014011600,대전광역시,중구,문화동,O,36.31631,127.409584
663,184005114,8002032,22140,센트럴파크2단지,3014011600,대전광역시,중구,문화동,O,36.31571,127.40874
664,184005267,8001927,22150,서대전네거리역2번출구,3014011600,대전광역시,중구,문화동,O,36.321434,127.409584
665,184005116,8005526,22160,과례마을,3014011600,대전광역시,중구,문화동,X,36.311428,127.410805
666,184005117,8001112,22170,과례마을,3014011600,대전광역시,중구,문화동,O,36.31142,127.41096
667,184005118,8005586,22180,대전동부교육지원청,3014011600,대전광역시,중구,문화동,X,36.314106,127.41113
668,184005119,8002747,22190,대전동부교육지원청,3014011600,대전광역시,중구,문화동,O,36.31403,127.41129
669,184005124,8002724,22210,충남대학교병원,3014011600,대전광역시,중구,문화동,O,36.317802,127.41348
670,184005122,8002723,22220,충남대학교병원,3014011600,대전광역시,중구,문화동,O,36.31751,127.413574
671,184005123,8001930,22230,서대전네거리역1번출구,3014011600,대전광역시,중구,문화동,O,36.321213,127.41367
672,184005127,8002733,22250,대전충남병무청,3014011600,대전광역시,중구,문화동,O,36.322647,127.41511
673,184005121,8002928,23140,한밭도서관후문,3014011600,대전광역시,중구,문화동,O,36.310387,127.41142
674,184005120,8005922,23150,한밭도서관후문,3014011600,대전광역시,중구,문화동,O,36.31012,127.41141
675,184005125,8005977,23230,홀트아동복지회관,3014011600,대전광역시,중구,문화동,O,36.313026,127.41435
676,184005171,8003105,21670,서남부터미널종점,3014011700,대전광역시,중구,산성동,X,36.31194,127.38778
677,184005165,8002915,22260,한밭가든아파트,3014011700,대전광역시,중구,산성동,O,36.30437,127.3835
678,184005166,8002916,22270,한밭가든아파트,3014011700,대전광역시,중구,산성동,O,36.304638,127.384636
679,184005167,8001847,22280,산성네거리,3014011700,대전광역시,중구,산성동,O,36.303757,127.386055
680,184005168,8001846,22290,산성네거리,3014011700,대전광역시,중구,산성동,O,36.30329,127.386314
681,184005169,8001851,22300,산성동행정복지센터,3014011700,대전광역시,중구,산성동,O,36.30615,127.38652
682,184005170,8001852,22310,산성시장,3014011700,대전광역시,중구,산성동,O,36.306076,127.38686
683,184005172,8001484,22320,머티네거리,3014011700,대전광역시,중구,산성동,O,36.309193,127.38768
684,184005173,8001853,22330,산성시장,3014011700,대전광역시,중구,산성동,O,36.305336,127.38817
685,184005174,8001848,22340,산성시장,3014011700,대전광역시,중구,산성동,O,36.305172,127.388626
686,184005175,8001485,22350,머티네거리,3014011700,대전광역시,중구,산성동,O,36.3101,127.38872
687,184005176,8001486,22360,머티네거리,3014011700,대전광역시,중구,산성동,O,36.31141,127.38883
688,184005178,8001955,22370,서남부터미널,3014011700,대전광역시,중구,산성동,O,36.312706,127.389
689,184005179,8001653,22380,문성초등학교입구,3014011700,대전광역시,중구,산성동,O,36.3103,127.390205
690,184005180,8001654,22390,문성초등학교입구,3014011700,대전광역시,중구,산성동,O,36.310802,127.39131
691,184005181,8001849,22400,산성동새마을회관,3014011700,대전광역시,중구,산성동,O,36.306236,127.39183
692,184005182,8001850,22410,산성동새마을회관,3014011700,대전광역시,중구,산성동,O,36.306515,127.392075
693,184005183,8002764,22420,탑골입구,3014011700,대전광역시,중구,산성동,O,36.305153,127.39357
694,184005184,8001854,22430,산성우성아파트,3014011700,대전광역시,중구,산성동,O,36.311142,127.3937
695,184005185,8001750,22440,보성초등학교,3014011700,대전광역시,중구,산성동,O,36.30538,127.39416
696,184005186,8007033,23470,보성네거리,3014011700,대전광역시,중구,산성동,X,36.30357,127.39426
697,184005187,8007032,23480,보성네거리,3014011700,대전광역시,중구,산성동,X,36.304214,127.39427
698,184005135,8002329,22500,우남스타원아파트,3014011800,대전광역시,중구,사정동,O,36.29316,127.38268
699,184005138,8005916,22510,사정교,3014011800,대전광역시,중구,사정동,X,36.29575,127.38379
700,184005136,8002328,22520,우남스타원아파트,3014011800,대전광역시,중구,사정동,O,36.293278,127.383125
701,184005137,8005915,22530,사정교,3014011800,대전광역시,중구,사정동,O,36.295982,127.38366
702,184005139,8001828,22550,사정동,3014011800,대전광역시,중구,사정동,O,36.29794,127.38467
703,184005140,8001827,22560,사정동,3014011800,대전광역시,중구,사정동,O,36.297787,127.38488
704,184005141,8001856,22570,산성초등학교,3014011800,대전광역시,중구,사정동,O,36.300503,127.3855
705,184005142,8001857,22580,산성초등학교,3014011800,대전광역시,중구,사정동,O,36.300632,127.385826
706,184005143,8001436,22590,산성어린이도서관,3014011800,대전광역시,중구,사정동,X,36.295742,127.38675
707,184005144,8001437,22600,산성어린이도서관,3014011800,대전광역시,중구,사정동,O,36.295925,127.38716
708,184005145,8001522,22610,오월드회전교차로,3014011800,대전광역시,중구,사정동,X,36.291527,127.38817
709,184005146,8001523,22620,오월드회전교차로,3014011800,대전광역시,중구,사정동,X,36.29127,127.38825
710,184005147,8001894,22630,상당,3014011800,대전광역시,중구,사정동,X,36.294476,127.38923
711,184005148,8001895,22640,상당,3014011800,대전광역시,중구,사정동,O,36.294456,127.38949
712,184005153,8001393,22650,오월드,3014011800,대전광역시,중구,사정동,O,36.290104,127.39497
713,184005162,8007157,22740,오월드기점지,3014011800,대전광역시,중구,사정동,X,36.292747,127.3995
714,184005156,8007031,23380,오월드,3014011800,대전광역시,중구,사정동,X,36.290077,127.39558
715,184005160,8007041,23390,윗사정삼거리,3014011800,대전광역시,중구,사정동,X,36.29263,127.39815
716,184005159,8007040,23400,윗사정삼거리,3014011800,대전광역시,중구,사정동,X,36.29278,127.397995
717,184005164,8007039,23410,백골저수지,3014011800,대전광역시,중구,사정동,X,36.2957,127.39987
718,184005163,8007038,23420,백골저수지,3014011800,대전광역시,중구,사정동,X,36.295815,127.399704
719,184005154,8007037,23430,대전보훈공원입구,3014011800,대전광역시,중구,사정동,X,36.2983,127.395065
720,184005152,8007036,23440,대전보훈공원입구,3014011800,대전광역시,중구,사정동,X,36.298214,127.39468
721,184005150,8007035,23450,백골삼거리,3014011800,대전광역시,중구,사정동,X,36.300045,127.393295
722,184005149,8007034,23460,백골삼거리,3014011800,대전광역시,중구,사정동,X,36.300137,127.39298
723,184005232,8001812,22450,효문화마을입구,3014011900,대전광역시,중구,안영동,X,36.286552,127.37853
724,184005236,8001281,22460,농산물유통센터,3014011900,대전광역시,중구,안영동,O,36.28877,127.38014
725,184005237,8001280,22470,농산물유통센터,3014011900,대전광역시,중구,안영동,O,36.28847,127.380196
726,184005238,8002682,22480,한국효문화진흥원,3014011900,대전광역시,중구,안영동,X,36.285282,127.3804
727,184005241,8002683,22490,한국효문화진흥원,3014011900,대전광역시,중구,안영동,X,36.284946,127.381836
728,184005242,8002509,22540,효문화마을/뿌리공원,3014011900,대전광역시,중구,안영동,O,36.28538,127.38376
729,184005223,8002937,22660,한빛고교,3014011900,대전광역시,중구,안영동,O,36.28315,127.37609
730,184005222,8002938,22670,한빛고교,3014011900,대전광역시,중구,안영동,O,36.28324,127.37591
731,184005225,8002171,22680,안영생활체육단지,3014011900,대전광역시,중구,안영동,O,36.28519,127.376335
732,184005227,8002172,22690,안영생활체육단지,3014011900,대전광역시,중구,안영동,O,36.285152,127.37655
733,184005228,8002173,22700,안영동검바위마을,3014011900,대전광역시,중구,안영동,X,36.27322,127.3772
734,184005230,8002174,22710,안영동검바위마을,3014011900,대전광역시,중구,안영동,X,36.273804,127.37731
735,184005231,8001811,22720,효문화마을입구,3014011900,대전광역시,중구,안영동,X,36.28638,127.3783
736,184005234,8001918,22730,샛고개,3014011900,대전광역시,중구,안영동,X,36.27125,127.37905
737,184005233,8001917,23520,샛고개,3014011900,대전광역시,중구,안영동,X,36.271008,127.37876
738,184005158,8001524,22750,동물원종점,3014012000,대전광역시,중구,무수동,X,36.289665,127.396614
739,184005079,8005626,23530,무수동입구,3014012000,대전광역시,중구,무수동,X,36.27708,127.402275
740,184005078,8005625,23540,무수동입구,3014012000,대전광역시,중구,무수동,X,36.27715,127.40226
741,184005080,8005628,23550,무수동,3014012000,대전광역시,중구,무수동,X,36.276955,127.40685
742,184005081,8005627,23560,무수동,3014012000,대전광역시,중구,무수동,X,36.276924,127.40698
743,184005004,8005529,22780,구완동,3014012100,대전광역시,중구,구완동,X,36.27941,127.424706
744,184005002,8003064,23570,구완2교,3014012100,대전광역시,중구,구완동,X,36.27742,127.4217
745,184005001,8003065,3065,구완2교,3014012100,대전광역시,중구,구완동,X,36.277573,127.42152
746,184005353,8002750,22760,침산동입구,3014012200,대전광역시,중구,침산동,X,36.277416,127.39842
747,184005354,8005889,22760,침산동입구,3014012200,대전광역시,중구,침산동,X,36.277317,127.39847
748,184005355,8002751,22770,침산동입구,3014012200,대전광역시,중구,침산동,O,36.277416,127.39857
749,184005348,8005641,22790,대전청소년수련마을,3014012200,대전광역시,중구,침산동,X,36.270885,127.39305
750,184005345,8070033,23490,보문산교통광장,3014012200,대전광역시,중구,침산동,X,36.287434,127.39129
751,184005346,8070034,23500,보문산교통광장,3014012200,대전광역시,중구,침산동,X,36.28766,127.39131
752,184005056,8001843,22840,중구체육복지센터,3014012300,대전광역시,중구,목달동,X,36.275246,127.400246
753,184005057,8001844,22850,중구체육복지센터,3014012300,대전광역시,중구,목달동,X,36.27535,127.400375
754,184005058,8001622,22860,목달동,3014012300,대전광역시,중구,목달동,X,36.271717,127.40086
755,184005059,8001623,22870,목달동,3014012300,대전광역시,중구,목달동,X,36.27171,127.40101
756,184005064,8001845,22910,산서초등학교,3014012300,대전광역시,중구,목달동,X,36.26677,127.40827
757,184005316,8002564,22800,정생농협창고,3014012400,대전광역시,중구,정생동,X,36.258553,127.39826
758,184005317,8002565,22810,정생농협창고,3014012400,대전광역시,중구,정생동,X,36.258682,127.39835
759,184005318,8002560,22820,정생1동,3014012400,대전광역시,중구,정생동,X,36.256115,127.39937
760,184005319,8002561,22830,정생1동,3014012400,대전광역시,중구,정생동,O,36.256176,127.3995
761,184005320,8002998,22880,화곡,3014012400,대전광역시,중구,정생동,X,36.25397,127.40135
762,184005321,8002999,22890,화곡,3014012400,대전광역시,중구,정생동,X,36.254017,127.40158
763,184005327,8002563,22900,정생2동,3014012400,대전광역시,중구,정생동,X,36.25081,127.40685
764,184005325,8001300,22940,답적골,3014012400,대전광역시,중구,정생동,X,36.24613,127.40583
765,184005324,8001301,22950,답적골,3014012400,대전광역시,중구,정생동,X,36.24609,127.40576
766,184005326,8002562,22960,정생2동,3014012400,대전광역시,중구,정생동,X,36.25069,127.40671
767,184005328,8001816,22970,사기정골,3014012400,대전광역시,중구,정생동,X,36.24791,127.41037
768,184005329,8001815,22980,사기정골,3014012400,대전광역시,중구,정생동,X,36.248024,127.410484
769,184005244,8001480,22990,도리뫼,3014012500,대전광역시,중구,어남동,X,36.2329,127.407585
770,184005245,8001481,23000,도리뫼,3014012500,대전광역시,중구,어남동,X,36.232903,127.407745
771,184005246,8002194,23010,어남동,3014012500,대전광역시,중구,어남동,X,36.21299,127.41244
772,184005247,8002199,23020,어남동,3014012500,대전광역시,중구,어남동,X,36.212914,127.41247
773,184005248,8002197,23030,증터,3014012500,대전광역시,중구,어남동,X,36.22241,127.416504
774,184005249,8002198,23040,증터,3014012500,대전광역시,중구,어남동,X,36.22247,127.41655
